Row Number,Publisher,Title,Author,Description,URL,Published At
792,Chicago Tribune,"Happy as can be, West Aurora transfer Josh Pickett settles into new home at St. Laurence. ‘He just fit right in.’",Patrick McGavin,"At his new home in Burbank, Josh Pickett scored a game-high 18 points, leading up-and-down St. Laurence to a 65-41 victory over Leo.",https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-bbk-leo-stl-st-1207-20231206-udhxdvlolzd3fha46zzcwlr7rq-story.html,2023-12-06T16:53:44Z
793,Chicago Tribune,"McDonald’s burger empire set for unprecedented growth over the next 4 years with 10,000 new stores",Dee-Ann Durbin,"Ahead of a day-long event for investors, the Chicago burger giant said Wednesday that it aims to have 50,000 restaurants in operation worldwide by the end of 2027.",https://www.chicagotribune.com/business/ct-biz-mcdonalds-new-restaurants-ap-20231206-kcfs2ksydrfkdako3h47oyedvu-story.html,2023-12-06T16:31:20Z
794,Chicago Tribune,"Jeremiah Oden’s 22 points lead DePaul past Louisville, ending the Blue Demons’ 5-game skid",Associated Press,"Jeremiah Oden scored 22 points, Chico Carter Jr. added 14 and DePaul ended its five-game losing streak by beating Louisville 75-68 on Saturday.",https://www.chicagotribune.com/sports/college/ct-depaul-louisville-basketball-20231209-qlg5kdzhdbdvdnvus6a5m5pnju-story.html,2023-12-09T22:39:29Z
795,Chicago Tribune,No. 20 Illinois lets 2nd-half lead slip away in an 86-79 loss to No. 17 Tennessee,Al Lesar,Dalton Knecht scored 21 points to help No. 17 Tennessee rally from a second-half deficit to beat No. 20 Illinois 86-79 on Saturday.,https://www.chicagotribune.com/sports/college/ct-illinois-tennessee-basketball-20231209-jsqsllvu2nhfhjwp2m5ikt2aia-story.html,2023-12-09T21:23:36Z
796,The Wall Street Journal,The U.S. Government's Most Powerful Spying Tool Is Fighting for Its Life,Dustin Volz,"A surveillance program known as Section 702 is expiring soon, and Congress is divided over how—and whether—to renew it",https://www.wsj.com/politics/national-security/the-u-s-governments-most-powerful-spying-tool-is-fighting-for-its-life-5c2516d5,2023-12-09T21:06:56Z
797,Chicago Tribune,"Shohei Ohtani and the Los Angeles Dodgers agree to a 10-year, $700 million deal — the largest in MLB history",Meghan Montemurro,"Two-way superstar Shohei Ohtani and the Los Angeles Dodgers have agreed to a 10-year, $700 million contract, the largest in Major League Baseball history.",https://www.chicagotribune.com/sports/cubs/ct-chicago-cubs-shohei-ohtani-20231209-nhuxq7cbszal3gm6vihti34wsy-story.html,2023-12-09T20:23:24Z
798,Chicago Tribune,"Shohei Ohtani and the Los Angeles Dodgers agree to a 10-year, $700 million deal — the largest in MLB history",Meghan Montemurro,"Two-way superstar Shohei Ohtani and the Los Angeles Dodgers have agreed to a 10-year, $700 million contract, the largest in Major League Baseball history.",https://www.chicagotribune.com/sports/cubs/ct-chicago-cubs-shohei-ohtani-20231209-nhuxq7cbszal3gm6vihti34wsy-story.html,2023-12-09T20:23:24Z
799,Chicago Tribune,Kevin Korchinski takes a temporary leave from the Chicago Blackhawks for a ‘family matter’,Phil Thompson,The Chicago Blackhawks on Saturday placed rookie defenseman Kevin Korchinski on the non-roster because of a family matter and had no estimate for when he’ll return.,https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-kevin-korchinski-20231209-wex4mrmt75gxxcwfbo3v5cxwni-story.html,2023-12-09T19:20:09Z
800,The Wall Street Journal,Chicken Nuggets in Reusable Bowls? McDonald’s Isn’t Lovin’ It,Saabira Chaudhuri,A French law has forced the fast-food giant to serve fries and sodas in washable containers; now it is fighting a wider rollout,https://www.wsj.com/business/hospitality/chicken-nuggets-in-reusable-bowls-mcdonalds-isnt-lovin-it-96d157a3,2023-12-09T18:30:19Z
801,Chicago Tribune,Off-duty Chicago police officer killed in Tinley Park car crash,Ilana Arougheti,"An off-duty Chicago police officer was killed in a car crash in Tinley Park early Saturday morning, according to Tinley Park police.",https://www.chicagotribune.com/news/breaking/ct-chicago-police-officer-killed-tinley-park-car-crash-20231209-ckurxexcfvc2tpyjrqeamvgjxq-story.html,2023-12-09T18:11:22Z
802,Reuters,Commodities traders pledge at COP28 to protect South American grasslands,Jake Spring,"Eight of the world's top commodities traders have pledged to stop buying soy from farms that ruin South American grasslands, adding to previous commitments to shun growers that clear forests, a sector group said on Saturday on the sidelines of the COP28 clima…",https://www.reuters.com/business/environment/commodities-traders-pledge-cop28-protect-south-american-grasslands-2023-12-09/,2023-12-09T16:38:29Z
803,The Wall Street Journal,"Boys Are Struggling. It Can Take Coaches, Tutors and Thousands a Month to Help",Julie Jargon,Adolescent boys struggle with disorganization and distraction; parents are paying to keep their middle-schoolers from falling behind,https://www.wsj.com/tech/personal-tech/middle-schoolers-academic-success-innovation-40e8456d,2023-12-09T16:36:31Z
804,The Wall Street Journal,POLL: Trump Takes Lead as Biden Approval Hits New Low...,"Aaron Zitner, Alex Leary","POLL: Trump Takes Lead as Biden Approval Hits New Low...

 
 
 
 (Second column, 4th story, link)

 

 

 
 Related stories:Megyn: Trump Has Lost 'Multiple Steps' Mentally...
'What Happens When You're 77!'
Rolling over for Don: No more RNC debates...",https://www.wsj.com/politics/elections/trump-takes-2024-lead-as-biden-approval-hits-new-low-wsj-poll-finds-fb4fca0c,2023-12-09T16:10:37Z
805,Reuters,Dutch-led coalition moves to phase out fossil fuel subsidies at COP28,Gloria Dickie,"A Dutch-led coalition of a dozen nations committed on Saturday to publish an inventory of their own fossil fuel subsidies within a year, with the aim of creating a clear strategy for eliminating them.",https://www.reuters.com/business/environment/dutch-led-coalition-moves-phase-out-fossil-fuel-subsidies-cop28-2023-12-09/,2023-12-09T15:55:52Z
806,The Wall Street Journal,Former CNN Boss Zucker Eyes Unlikely Next Role: British Media Mogul...,"Isabella Simonetti, Ben Dummett","Former CNN Boss Zucker Eyes Unlikely Next Role: British Media Mogul...

 
 
 
 (Third column, 2nd story, link)

 

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",https://www.wsj.com/business/media/jeff-zucker-running-telegraph-uk-ec83a544,2023-12-09T15:25:40Z
807,Chicago Tribune,"23-year-old woman charged in November fatal shooting in West Garfield Park neighborhood, Chicago police said",Deanese Williams-Harris,"Collins was charged after she was identified as the person who fatally wounded a 23-year-old man, and shot three woman ages 21, 24 and 31, in the 3600 block of West Flournoy Street, police said.",https://www.chicagotribune.com/news/breaking/ct-charges-november-fatal-shooting-20231209-kepibdpkrvh2njdzbk4agtpsni-story.html,2023-12-09T15:00:15Z
808,The Wall Street Journal,"Moving Company Touts Young, Chiseled Workers. Feds Say That's Age Discrimination...",wsj,Biden-appointed EEOC commissioners are taking closer look at alleged age bias in the labor market,https://www.wsj.com/economy/jobs/a-moving-company-touts-its-young-chiseled-workers-feds-say-thats-age-discrimination-c50a773c,2023-12-09T15:00:03Z
809,The Wall Street Journal,Skiing Over 70: How Dedicated Seniors Stay Safe On the Slopes,Jen Murphy,A dedicated class of old-time skiers keep having fun in the mountains while staying safe—using training tools that could help athletes of all ages,https://www.wsj.com/lifestyle/fitness/ski-training-fitness-seniors-b5e43cd7,2023-12-09T14:57:53Z
810,Chicago Tribune,MLS commissioner says 2023 was undeniably the Year of Lionel Messi — and points to league’s other successes,Anne M. Peterson,"Lionel Messi, the World Cup champion and eight-time Ballon d’Or winner, arrived at Inter Miami this summer and changed the face of Major League Soccer.",https://www.chicagotribune.com/sports/soccer/ct-mls-state-of-league-20231209-lbd5yevasvfiljkrprgdasfkam-story.html,2023-12-09T14:39:20Z
811,The Wall Street Journal,The Next Chips to Transform EVs Could Be Made From Wood,Rhiannon Hoyle,A New Zealand startup is turning forestry scraps into graphite for use in lithium-ion batteries,https://www.wsj.com/business/energy-oil/china-ev-materials-scaring-us-77c7f710,2023-12-09T14:30:21Z
812,Chicago Tribune,Woman dies after hit-and-run by SUV in Garfield Park,Ilana Arougheti,"The woman was struck by a red SUV in the 4200 block of West Congress Parkway just after 2 a.m. Saturday. After hitting the woman, the driver of the SUV fled north on Kildare Ave., police said.",https://www.chicagotribune.com/news/breaking/ct-breaking-hit-and-run-garfield-park-kills-pedestrian-20231209-2dcjtqpb55bjxgvak7ibbqzdxy-story.html,2023-12-09T14:27:11Z
813,Chicago Tribune,Woman dies after hit-and-run by SUV in Garfield Park,Ilana Arougheti,"The woman was struck by a red SUV in the 4200 block of West Congress Parkway just after 2 a.m. Saturday. After hitting the woman, the driver of the SUV fled north on Kildare Ave., police said.",https://www.chicagotribune.com/news/breaking/ct-breaking-hit-and-run-garfield-park-kills-pedestrian-20231209-2dcjtqpb55bjxgvak7ibbqzdxy-story.html,2023-12-09T14:27:11Z
814,Chicago Tribune,18-year-old man fatally wounded overnight in drive-by shooting in Englewood neighborhood,Deanese Williams-Harris,"Shortly before 9 p.m., officers responded to a call of a person shot in the 6000  block of South Laflin Street and found a victim unresponsive inside of a parked vehicle.",https://www.chicagotribune.com/news/breaking/ct-shooting-violence-chicago-20231209-5mditbrf6jfzzbmx5ka24iq6au-story.html,2023-12-09T14:09:30Z
815,Chicago Tribune,"1 dead, 2 wounded in shooting overnight involving conceal carry holder on West Side, cops say",Deanese Williams-Harris,"Shortly after 1:15 a.m., officers responded to a call of a person shot in the 1600 block of North Hamiln Avenue and found three people struck by gunfire.",https://www.chicagotribune.com/news/breaking/ct-chicago-shooting-violence-20231209-xum2s5b7krb4hoppp5hk4frahe-story.html,2023-12-09T13:54:39Z
816,Reuters,India at COP28 insists on 'equity' in climate talks,Gloria Dickie,"India's environment minister, Bhupender Yadav, on Saturday demanded ""equity and justice"" in U.N. climate negotiations, holding that rich countries should be leading global climate action.",https://www.reuters.com/business/environment/india-cop28-insists-equity-climate-talks-2023-12-09/,2023-12-09T12:49:11Z
817,Chicago Tribune,Column: Darnell Mooney is a ‘forgotten piece’ for Chicago Bears offense while DJ Moore on pace to make team history,Brad Biggs,"One way for the Chicago Bears to get more out of their passing game, which has been more productive this season with the arrival of DJ Moore, will be to get Darnell Mooney more involved.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-darnell-mooney-dj-moore-20231209-z3fa2scuufdjrpg5cw6okf66yq-story.html,2023-12-09T12:00:00Z
818,Chicago Tribune,"Calling FBI mole Danny Solis to testify could be risky, ‘blow back’ on ex-Ald. Ed Burke’s defense in corruption case, experts say","Jason Meisner, Megan Crepeau, Ray Long",The crucial decision to put former Chicago Ald. Daniel Solis on the witness stand will shape the rest of Burke’s landmark racketeering trial.,https://www.chicagotribune.com/news/criminal-justice/ct-ald-ed-burke-corruption-trial-daniel-solis-testimony-20231209-w7n7p6zmgjaf5pl7numtx2cnkq-story.html,2023-12-09T11:00:00Z
819,Chicago Tribune,Letters: Does DePaul have the potential to create a basketball powerhouse and be the pride of Chicago?,Chicago Tribune,"Do we really need to wait every three years for something exciting to happen off the court, let alone on the court, at DePaul?",https://www.chicagotribune.com/opinion/letters/ct-letters-vp-120923-20231209-oiz2bkgm25fxlewpdabmfbww3m-story.html,2023-12-09T11:00:00Z
820,Chicago Tribune,"Driver’s death rattles colleagues and friends, raises questions about safety on the job",Caroline Kubzansky,Working drivers across Chicago have long worried about potential dangers while on the job.,https://www.chicagotribune.com/news/criminal-justice/ct-limo-driver-shooting-death-20231209-ifvobep5ojdtnahekl6qs47iyi-story.html,2023-12-09T11:00:00Z
821,Chicago Tribune,"Driver’s death rattles colleagues and friends, raises questions about safety on the job",Caroline Kubzansky,Working drivers across Chicago have long worried about potential dangers while on the job.,https://www.chicagotribune.com/news/criminal-justice/ct-limo-driver-shooting-death-20231209-ifvobep5ojdtnahekl6qs47iyi-story.html,2023-12-09T11:00:00Z
822,Chicago Tribune,Biblioracle: Don’t disrespect Jack Reacher — he’s back in a new novel and series,John Warner,The last time I wrote about my enjoyment of the Reacher novels I got an angry email from a reader.,https://www.chicagotribune.com/entertainment/books/ct-ent-biblioracle-jack-reacher-20231209-mwq6ubeiiraano73ha7ggpoxyy-story.html,2023-12-09T11:00:00Z
823,Chicago Tribune,"Gardeners, stay cool: Caution urged with new plant zone map",Beth Botts,The zone shift is the latest confirmation of the effects of climate change.,https://www.chicagotribune.com/lifestyles/home-and-garden/ct-home-garden-morton-1207-20231209-hk3vow75gfby3f4cijnvo5qspe-story.html,2023-12-09T11:00:00Z
824,Chicago Tribune,Ask Amy: Anxious host wants to politely stop,Amy Dickinson,Dear Amy: How can I politely say no when friends are passing through town or vacationing here and ask if they can spend a couple of nights with us?,https://www.chicagotribune.com/advice/ask-amy-dickinson-20231209-avsb2o7a3jbkrieh7h4ii2yf6m-story.html,2023-12-09T09:30:00Z
825,Reuters,OPEC members push against including fossil fuels phase-out in COP28 deal,Kate Abnett,"Countries clashed on Saturday over a possible agreement to phase-out fossil fuels at the <a href=""https://www.reuters.com/sustainability/cop/"">COP28 summit</a> in Dubai, jeopardising attempts to deliver a first-ever commitment to eventually end the use of oil…",https://www.reuters.com/business/environment/opec-members-push-against-including-fossil-fuels-phase-out-cop28-deal-2023-12-09/,2023-12-09T08:47:49Z
