Row Number,Publisher,Title,Author,Description,URL,Published At
867,Chicago Tribune,Chicago Bulls lean into a new tradition: Thor’s hammer award for defensive output. ‘You take on that challenge.’,Julia Poe,The Chicago Bulls award a replica of Thor's hammer to a different player after every five games to recognize strong defensive performances.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-defense-thor-hammer-20231231-vzl3fi7q2rat5ggbjarvb52ady-story.html,2023-12-31T12:00:00Z
868,Chicago Tribune,Chicago Bears vs. Atlanta Falcons: Everything you need to know about the Week 17 game before kickoff,Colleen Kane,The 6-9 Chicago Bears will play the 7-8 Atlanta Falcons at Soldier Field in a Week 17 matchup. Here’s what you need to know before kickoff.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-atlanta-falcons-week-17-20231231-4mbvtxelj5bn3pakitifjozieu-story.html,2023-12-31T12:00:00Z
869,Chicago Tribune,"Elizabeth Shackelford: For a better foreign policy in 2024, let’s be more like Taylor Swift",Elizabeth Shackelford,"Taylor Swift might not be an authority in foreign policy, but she understands relationships, and at its core, that’s what international affairs is all about.",https://www.chicagotribune.com/opinion/commentary/ct-column-american-foreign-policy-taylor-swift-shackelford-20231231-we6kf2thhfbfpmkwht2zubmeea-story.html,2023-12-31T11:00:00Z
870,Chicago Tribune,A home for the holidays: How one migrant family remembers their past to help define their future in Chicago,Nell Salzman,"The Mendezes, who settled in Chicago after enduring the strenuous journey from their home in Maracaibo, Venezuela, had spent previous Christmases surrounded by family and visiting neighbors and loved ones.",https://www.chicagotribune.com/immigration/ct-mendez-family-kids-holidays-20231231-2rrnffzsovfg3ipuaua463d6mm-story.html,2023-12-31T11:00:00Z
871,Chicago Tribune,"Stalled Justice: Slow Cook County courts see progress in 2023, but some decade-old cases still linger on dockets","Joe Mahr, Megan Crepeau","In the wake of Tribune's ""Stalled Justice"" investigation, there are hints of progress in slow Cook County court system but enormous challenges remain.",https://www.chicagotribune.com/investigations/ct-cook-county-court-delays-improvements-20231231-lnse2fdxgvd5lj37jiw6zpms2e-story.html,2023-12-31T11:00:00Z
872,Chicago Tribune,Here’s how to give your Christmas tree a new life the right way,Beth Botts,Some tips from the Plant Clinic at the Morton Arboretum for proper Christmas tree disposal.,https://www.chicagotribune.com/lifestyles/home-and-garden/ct-home-garden-morton-1228-20231231-eveepz7d2bflplzajdk4mt5cpi-story.html,2023-12-31T11:00:00Z
873,Chicago Tribune,Faith leaders: Here’s how we can be peacemakers in Chicago and beyond,"Ciera Bates-Chamberlain, Michael Pfleger, Seth Limmer, Otis Moss III","For those who make peace cannot keep their peace, they cannot remain silent when they see injustice. In order to make peace, you need to speak out.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-peacemakers-justice-chicago-america-20231231-bjcyqq66hngtnaysfa3gsnfxxq-story.html,2023-12-31T11:00:00Z
874,Chicago Tribune,"Mayor Brandon Johnson’s administration enters new year with city at crossroads on migrants, other issues",Alice Yin,"Migrant crisis threatens to eclipse mayor's broader agenda, though he says City Council wins show he’s keeping campaign promises.",https://www.chicagotribune.com/politics/ct-chicago-mayor-brandon-johnson-early-administration-20231231-ea5tobbmbzcxplgnn2dpqdomry-story.html,2023-12-31T11:00:00Z
875,Chicago Tribune,"Stalled Justice: Slow Cook County courts see progress in 2023, but some decade-old cases still linger on dockets","Joe Mahr, Megan Crepeau","In the wake of Tribune's ""Stalled Justice"" investigation, there are hints of progress in slow Cook County court system but enormous challenges remain.",https://www.chicagotribune.com/investigations/ct-cook-county-court-delays-improvements-20231231-lnse2fdxgvd5lj37jiw6zpms2e-story.html,2023-12-31T11:00:00Z
876,Chicago Tribune,2023 in review: The year in Scott Stantis cartoons,The Editorial Board,Scott Stantis presents his favorite editorial cartoons for 2023.,https://www.chicagotribune.com/opinion/editorials/ct-editorial-year-in-review-scott-stantis-cartoons-20231231-f4gw6jkjqvfftecl2yixyaatqu-story.html,2023-12-31T11:00:00Z
877,Chicago Tribune,Letters: The effect of the Colorado Supreme Court decision on Donald Trump,Chicago Tribune,The Colorado Supreme Court decision that disqualifies Donald Trump from running as a presidential candidate in the state is historically significant.,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-123123-20231231-xnrmreaxjraz5i5boxbqtglqwe-story.html,2023-12-31T11:00:00Z
878,Chicago Tribune,Ask the Pediatrician: How does noise affect children?,"Sophie J. Balk, MD, FAAP","Compared to adults, children may be more vulnerable to noise effects because they are growing and developing. They may also have less control over where they spend time.",https://www.chicagotribune.com/people/parenting/noise-children-20231231-2s43apnegbcopgyqrulk3pjwcq-story.html,2023-12-31T10:00:00Z
879,Chicago Tribune,Ask Amy: Your husband is hurting,Amy Dickinson,"You may not have all of the answers or a surefire solution to an entrenched family dynamic, but you could help to ease your husband’s pain by encouraging him to open up to you, writes Amy Dickinson.",https://www.chicagotribune.com/advice/ask-amy-dickinson-20231231-cv74eixcprc2bddgvkj4rxata4-story.html,2023-12-31T09:30:00Z
880,The Wall Street Journal,How IKEA Downsized to Go Downtown,Trefor Moss,"Furniture giant is opening compact, city-center stores but finding the optimal formula for new, smaller shops hasn’t been easy",https://www.wsj.com/business/retail/how-ikea-downsized-to-go-downtown-5b5d79ca,2023-12-31T07:26:51Z
881,Chicago Tribune,Chicago Bulls improve to 10-5 without Zach LaVine. 5 takeaways from a 105-92 win over the Philadelphia 76ers.,Julia Poe,"The Chicago Bulls beat the Philadelphia 76ers 105-102 on Saturday, their second win over the Eastern Conference power in less than two weeks. The Sixers played without reigning NBA MVP Joel Embiid.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-philadelphia-76ers-takeaways-20231231-ol4uyx7yhvgw3puuuijh2qlnva-story.html,2023-12-31T05:18:45Z
882,Chicago Tribune,Man charged with killing woman dumped in Hegewisch near Bishop Ford Freeway,William Lee,Police said the 53-year-old suspect was identified as the person responsible for a fatal assault on a 50-year-old woman.,https://www.chicagotribune.com/news/breaking/ct-man-charged-hegewisch-murder-20231231-6yqmxqh7zffpbm4ytrluegwpiq-story.html,2023-12-31T02:40:20Z
883,Chicago Tribune,Detroit Pistons snap their record-tying losing streak at 28 games with a 129-127 win against the Toronto Raptors,David Hogg,Cade Cunningham had 30 points and 12 assists as the Detroit Pistons ended their record-tying losing streak at 28 games with a 129-127 win over the Toronto Raptors on Saturday night.,https://www.chicagotribune.com/sports/breaking/ct-detroit-pistons-snap-losing-streak-20231231-fewblgqszzbe7dhd6qeprd6kbm-story.html,2023-12-31T02:40:18Z
884,Chicago Tribune,Orange Bowl: No. 6 Georgia routs No. 5 Florida State 63-3 for the biggest margin of victory in bowl history,Alanis Thames,"Carson Beck passed for 203 yards and two touchdowns, and No. 6 Georgia routed previously undefeated and fifth-ranked Florida State 63-3 in the Orange Bowl on Saturday in a matchup of teams missing out on the College Football Playoff.",https://www.chicagotribune.com/sports/college/ct--20231231-nbmriohvdvgatec26bk23zxtnq-story.html,2023-12-31T01:03:53Z
885,Chicago Tribune,"North Side woman accused of defacing businesses, Jewish school with antisemitic messages, swastikas",Nell Salzman,"The woman from Rogers Park allegedly admitted to several defacements and told police she was being persecuted by ""Jews,"" authorities said.",https://www.chicagotribune.com/news/breaking/ct-mariana-lynch-hate-crime-court-release-20231231-7pycgrwo5bajhgsagyefiphalm-story.html,2023-12-31T00:03:19Z
816,Chicago Tribune,Zach LaVine is assigned to the Chicago Bulls’ G League affiliate as he nears a return,Julia Poe,"Zach LaVine will begin contact practices this week with the Chicago Bulls' G-League affiliate, the latest step in the guard's recovery from a right foot injury.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-zach-lavine-windy-city-20240101-kjmhyv32orc35dss4n6fz23p2e-story.html,2024-01-01T20:20:59Z
817,The Wall Street Journal,Israel Highest Court Strikes Down Controversial Law to Curb Power...,wsj,The law was a centerpiece of the judicial overhaul pursued by the Netanyahu government before the Gaza war erupted,https://www.wsj.com/world/middle-east/israels-highest-court-strikes-down-controversial-law-to-curb-its-power-89430e6e,2024-01-01T19:00:04Z
818,The Wall Street Journal,China's Xi Resurrecting Mao's 'Continuous Revolution' With Twist...,wsj,The Chinese leader has made his corruption purge—with millions punished—a pillar of his rule. It risks paralyzing his party.,https://www.wsj.com/world/china/chinas-xi-is-resurrecting-maos-continuous-revolution-with-a-twist-ed5ec610,2024-01-01T19:00:04Z
819,Chicago Tribune,Mount Prospect man charged in stabbing death at Des Plaines Burger King,Rebecca Johnson,"The suspect and the victim, who knew each other, allegedly argued in the restaurant's parking lot before the stabbing, police said.",https://www.chicagotribune.com/news/breaking/ct-des-plaines-stabbing-burger-king-20240101-ppay3thk7nfd7kzrww4h5r4qba-story.html,2024-01-01T18:36:43Z
820,The Wall Street Journal,"Pregnancy Resource Centers Spark Funding Row Between Biden Administration, Antiabortion Groups",Stephanie Armour,Conservatives push back on proposal to limit federal money for facilities that discourage women from abortions,https://www.wsj.com/health/healthcare/pregnancy-resource-centers-spark-funding-row-between-biden-administration-antiabortion-groups-9b1751bb,2024-01-01T17:50:03Z
821,Chicago Tribune,Israel’s Supreme Court overturns key component of Prime Minister Benjamin Netanyahu’s judicial overhaul,Josef Federman and Melanie Lidman,"In an 8-7 decision, the Supreme Court justices struck down the law because of the “severe and unprecedented harm to the core character of the State of Israel as a democratic country.”",https://www.chicagotribune.com/nation-world/israel-judicial-overhaul-20240101-nqjxvbmc5nekfjejgriyt4uh7i-story.html,2024-01-01T17:25:46Z
822,Chicago Tribune,"Man, 53, shot through window in 1st gun death of 2024",Ilana Arougheti,A 53-year-old man with multiple gunshot wounds was pronounced dead at the scene in a Greater Grand Crossing home.,https://www.chicagotribune.com/news/breaking/ct-breaking-three-shot-greater-grand-crossing-20240101-ztzvc2f3zbevnprq4xup5z3kni-story.html,2024-01-01T16:16:28Z
823,Chicago Tribune,Overspent in December? Here’s how to battle the January blues,Kimberly Palmer,"The new year is a great time to create or update a budget, which can give you back a sense of control.",https://www.chicagotribune.com/advice/overspending-20240101-4m2ni6no55diley3n2sdz3alcy-story.html,2024-01-01T15:30:54Z
824,The Wall Street Journal,Their Quarterback Got Injured. This NFL Team Got Better...,Andrew Beaton,"In a season rife with injuries, the Cleveland Browns lost starter Deshaun Watson and their season looked doomed. Then they signed Joe Flacco and emerged as a Super Bowl contender.",https://www.wsj.com/articles/nfl-playoffs-cleveland-browns-joe-flacco-ravens-lamar-jackson-85953567,2024-01-01T15:25:37Z
825,The Wall Street Journal,Sign Up for WSJ’s Five-Week Workout Challenge,Jen Murphy,A new exercise regimen to improve your fitness and health for the new year,https://www.wsj.com/lifestyle/fitness/workout-challenge-strength-newsletter-5f488a57,2024-01-01T15:07:51Z
826,Chicago Tribune,"Cale Yarborough, a NASCAR Hall of Famer and 3-time Cup champion in the 1970s, dies at 84",Jenna Fryer,"Cale Yarborough, considered one of NASCAR’s all-time greatest drivers and the first to win three consecutive Cup titles, has died.",https://www.chicagotribune.com/sports/breaking/ct-carl-yarborough-nascar-dies-20240101-7oiwuar4vzbqpa2e4yzkhbvs2u-story.html,2024-01-01T14:45:01Z
827,Chicago Tribune,"What does the future hold for Justin Fields, Matt Eberflus and the No. 1 pick? Brad Biggs’ 10 thoughts on the Chicago Bears.",Brad Biggs,"10 thoughts after the Chicago Bears won their fifth consecutive home game, something they last accomplished in 2018.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-brad-biggs-10-thoughts-20240101-r6v54j4axrdzjmoozpx4upifie-story.html,2024-01-01T14:23:32Z
828,Chicago Tribune,Andy Cohen and Anderson Cooper bring booze back to CNN to toast 2024,Valerie Wu,Andy Cohen and Anderson Cooper rang in 2024 with some boozing on live television -- bringing back alcohol consumption to CNN after staying sober for last year’s New Year’s Eve broadcast.,https://www.chicagotribune.com/entertainment/cnn-new-years-eve-20240101-5vk2n7cucvcxlc6kgpbujesva4-story.html,2024-01-01T13:49:59Z
829,Chicago Tribune,"Boeing warns United, American about potential loose bolts in 737 Max jets",Alexandra Skores,"American, Southwest, United Airlines and Alaska Airlines confirmed inspections will be done on the 737 Max jets that they fly.",https://www.chicagotribune.com/business/boeing-737-max-20240101-jra7ked36baavd4z54er4qn6zm-story.html,2024-01-01T13:43:51Z
830,Chicago Tribune,Japan issues tsunami warnings after a series of very strong earthquakes shook its western coastline,Yuri Kageyama,Japan issued tsunami alerts and ordered evacuations following a series of earthquakes on Monday that started a fire and trapped people under rubble on the west coast of its main island.,https://www.chicagotribune.com/nation-world/japan-tsunami-warnings-20240101-mtehfqgl4zd67mtwf43427veya-story.html,2024-01-01T13:25:39Z
831,The Wall Street Journal,The Sports-Betting Traders Deciding How Much You Win or Lose,Katherine Sayre,"On an NFL Sunday, oddsmakers juggle athletic drama on the field and the financial stakes behind it",https://www.wsj.com/business/media/the-sports-betting-traders-deciding-how-much-you-win-or-lose-a3bceda2,2024-01-01T13:24:55Z
