,Original Title Text,Normalized Title,Original Description Text,Normalized Description,Original Author Text,Normalized Author
920,'End fossil fuels' protester storms stage of COP28 summit,"['fossil', 'fuel', 'protest', 'storm', 'stage', 'cop28', 'summit']","A 12-year-old protester burst on to the stage at the <a href=""https://www.reuters.com/sustainability/cop/"">COP28</a> climate summit in Dubai on Monday, holding a sign above her head that read: ""End fossil fuels. Save our planet and our future.""","['protest', 'burst', 'stage', 'http', 'cop28', 'climat', 'summit', 'dubai', 'monday', 'hold', 'sign', 'head', 'read', 'end', 'fossil', 'fuel', 'save', 'planet', 'futur']",Gloria Dickie,"['gloria', 'dicki']"
921,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County","['basketbal', 'local', 'score', 'southland', 'aurora', 'elgin', 'napervil', 'lake', 'counti']","Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.","['result', 'highlight', 'high', 'school', 'local', 'colleg', 'southland', 'aurora', 'elgin', 'napervil', 'lake', 'counti', 'coverag', 'area']",From Staff Reports,"['staff', 'report']"
922,"Man found dead after Rogers Park apartment fire, Chicago police say","['man', 'found', 'dead', 'roger', 'park', 'apart', 'fire', 'chicago', 'polic', 'say']","A man was found dead Monday morning after a Rogers Park apartment fire, according to Chicago police.","['man', 'found', 'dead', 'monday', 'morn', 'roger', 'park', 'apart', 'fire', 'accord', 'chicago', 'polic']",Rebecca Johnson,"['rebecca', 'johnson']"
923,"‘Barbie’ tops Golden Globe Awards nominations with nine, closely trailed by ‘Oppenheimer’ with eight","['barbi', 'top', 'golden', 'globe', 'award', 'nomin', 'nine', 'close', 'trail', 'oppenheim', 'eight']","'Barbie' tops Golden Globe Awards nominations with nine, closely trailed by 'Oppenheimer' with eight.","['top', 'golden', 'globe', 'award', 'nomin', 'nine', 'close', 'trail', 'eight']",Chicago Tribune,"['chicago', 'tribun']"
924,Tucker Carlson's streaming service to charge $9 per month,"['tucker', 'carlson', 'stream', 'servic', 'charg', '9', 'per', 'month']","Tucker Carlson's new subscription-based streaming video service featuring interviews and commentary went live on Monday, priced at $9 per month, as the former Fox News host looks to capitalize on his popularity among conservative viewers.","['tucker', 'carlson', 'new', 'stream', 'video', 'servic', 'featur', 'interview', 'commentari', 'went', 'live', 'monday', 'price', '9', 'per', 'month', 'former', 'fox', 'news', 'host', 'look', 'capit', 'popular', 'among', 'conserv', 'viewer']",Reuters,['reuter']
925,New COP28 draft text does not mention phase out of fossil fuels,"['new', 'cop28', 'draft', 'text', 'mention', 'phase', 'fossil', 'fuel']","The U.N.'s climate body on Monday published its latest draft text of the deal it hopes to reach at the COP28 summit in Dubai, which includes a range of actions countries could take to reduce emissions.","['climat', 'bodi', 'monday', 'publish', 'latest', 'draft', 'text', 'deal', 'hope', 'reach', 'cop28', 'summit', 'dubai', 'includ', 'rang', 'action', 'countri', 'could', 'take', 'reduc', 'emiss']",Alison Withers,"['alison', 'wither']"
926,Satellite Manufacturer Terran Orbital Seeks a Buyer,"['satellit', 'manufactur', 'terran', 'orbit', 'seek', 'buyer']","Live coverage of stocks and financial news, including the S&P 500, Dow and Nasdaq Composite.","['live', 'coverag', 'stock', 'financi', 'news', 'includ', 'p', '500', 'dow', 'nasdaq', 'composit']","Doug Cameron, Micah Maidenberg","['doug', 'cameron', 'micah', 'maidenberg']"
927,"In 2023, bold EV strategies took a punch from reality","['2023', 'bold', 'ev', 'strategi', 'took', 'punch', 'realiti']",This was the year the auto industry's race toward an all-electric future took a detour.,"['year', 'auto', 'industri', 'race', 'toward', 'futur', 'took', 'detour']",Joseph White,"['joseph', 'white']"
928,Occidental to Acquire CrownRock in $12 Billion Deal,"['occident', 'acquir', 'crownrock', '12', 'billion', 'deal']",,[],Dean Seal,"['dean', 'seal']"
929,Daywatch: Should Illinois make judges undergo training on sexual assault cases?,"['daywatch', 'illinoi', 'make', 'judg', 'undergo', 'train', 'sexual', 'assault', 'case']","Good morning, Chicago. Here are some of the top stories you need to know to start your day.","['good', 'morn', 'chicago', 'top', 'stori', 'need', 'know', 'start', 'day']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
930,Prosecutors expected to rest their case in the ex-Ald. Ed Burke corruption trial; will Danny Solis testify?,"['prosecutor', 'expect', 'rest', 'case', 'ed', 'burk', 'corrupt', 'trial', 'danni', 'solo', 'testifi']","Prosecutors are expected to rest their case Monday in the corruption trial of former Ald. Edward Burke, potentially setting the stage for the highly anticipated testimony of Burke’s former City Council colleague, Daniel Solis","['prosecutor', 'expect', 'rest', 'case', 'monday', 'corrupt', 'trial', 'former', 'ald', 'edward', 'burk', 'potenti', 'set', 'stage', 'highli', 'anticip', 'testimoni', 'burk', 'former', 'citi', 'council', 'colleagu', 'daniel', 'solo']","Jason Meisner, Megan Crepeau, Ray Long","['jason', 'meisner', 'megan', 'crepeau', 'ray', 'long']"
931,Matt Eberflus finally has a signature win after 30 games. Brad Biggs’ 10 thoughts on the Chicago Bears’ Week 14 victory.,"['matt', 'eberflu', 'final', 'signatur', 'win', '30', 'game', 'brad', 'bigg', '10', 'thought', 'chicago', 'bear', 'week', '14', 'victori']","10 thoughts on the Chicago Bears' decisive 28-13 victory over the Detroit Lions, the NFC North front-runner, that improved them to 5-8 and opened the imagination for the future.","['10', 'thought', 'chicago', 'bear', 'decis', 'victori', 'detroit', 'lion', 'nfc', 'north', 'improv', 'open', 'imagin', 'futur']",Brad Biggs,"['brad', 'bigg']"
932,Alarm Grows Over Weakened Militaries and Empty Arsenals in Europe...,"['alarm', 'grow', 'weaken', 'militari', 'empti', 'arsen', 'europ']",Budget cuts and an eroded weapons industry have hollowed out armed services; Russia’s invasion of Ukraine reveals risks,"['budget', 'cut', 'erod', 'weapon', 'industri', 'hollow', 'arm', 'servic', 'russia', 'invas', 'ukrain', 'reveal', 'risk']",wsj,['wsj']
933,Taking the Holiday Express in Aurora is a Christmas season tradition for many families: ‘It’s just a fun time’,"['take', 'holiday', 'express', 'aurora', 'christma', 'season', 'tradit', 'mani', 'famili', 'fun', 'time']",There are a couple of Christmas traditions some Fox Valley residents don’t mess with - spending time with Santa Claus and taking a ride on the holiday train at Blackberry Farm in Aurora.,"['coupl', 'christma', 'tradit', 'fox', 'valley', 'resid', 'mess', 'spend', 'time', 'santa', 'clau', 'take', 'ride', 'holiday', 'train', 'blackberri', 'farm', 'aurora']",David Sharos,"['david', 'sharo']"
934,Column: White Sox stasis continues while Cubs move on from another failed pursuit of Shohei Ohtani,"['column', 'white', 'sox', 'stasi', 'continu', 'cub', 'move', 'anoth', 'fail', 'pursuit', 'shohei', 'ohtani']","The White Sox appear to be in teardown mode, while the Cubs try to move on from another failed pursuit of Shohei Ohtani.","['white', 'sox', 'appear', 'teardown', 'mode', 'cub', 'tri', 'move', 'anoth', 'fail', 'pursuit', 'shohei', 'ohtani']",Paul Sullivan,"['paul', 'sullivan']"
935,Should Alex Caruso earn NBA All-Star consideration? His Chicago Bulls teammates say yes. ‘He’s everything.’,"['alex', 'caruso', 'earn', 'nba', 'consider', 'chicago', 'bull', 'teammat', 'say', 'ye', 'everyth']",Alex Caruso's teammates on the Chicago Bulls made a campaign for his All-Star bid.,"['alex', 'caruso', 'teammat', 'chicago', 'bull', 'made', 'campaign', 'bid']",Julia Poe,"['julia', 'poe']"
936,Energy & Utilities Roundup: Market Talk,"['energi', 'util', 'roundup', 'market', 'talk']",,[],nan,['nan']
937,"How the Fed’s Rate Hikes Broke Home Buying, in Six Charts","['fed', 'rate', 'hike', 'broke', 'home', 'buy', 'six', 'chart']",What does it take to buy a home in the U.S.? A lot more than it did before the Federal Reserve raised interest rates,"['take', 'buy', 'home', 'lot', 'feder', 'reserv', 'rais', 'interest', 'rate']",Gina Heeb,"['gina', 'heeb']"
938,"On unexpected findings in Chicago’s cumulative report on pollution, activists and officials caution this is just the first step","['unexpect', 'find', 'chicago', 'cumul', 'report', 'pollut', 'activist', 'offici', 'caution', 'first', 'step']","Even though parts of the Gold Coast and East Side wound up with a nearly identical percentile ranking, they face radically different threats, city official says.","['even', 'though', 'part', 'gold', 'coast', 'east', 'side', 'wound', 'nearli', 'ident', 'percentil', 'rank', 'face', 'radic', 'differ', 'threat', 'citi', 'offici', 'say']","John Lippert, Karina Atkins","['john', 'lippert', 'karina', 'atkin']"
939,"At Stateville maximum security prison, first group of prisoners earns college degrees from Northwestern: ‘A place of second chances’","['statevil', 'maximum', 'secur', 'prison', 'first', 'group', 'prison', 'earn', 'colleg', 'degre', 'northwestern', 'place', 'second', 'chanc']","Sixteen Illinois men became the first incarcerated students to graduate from a Top 10 University, an accomplishment they and their professors hope will lead to a second chance.","['sixteen', 'illinoi', 'men', 'becam', 'first', 'incarcer', 'student', 'graduat', 'top', '10', 'univers', 'accomplish', 'professor', 'hope', 'lead', 'second', 'chanc']",Rebecca Johnson,"['rebecca', 'johnson']"
940,"10 best books for 2023: Or make that 12, if you include a trio that shouldn’t work at all","['10', 'best', 'book', '2023', 'make', '12', 'includ', 'trio', 'work']","Pretend you’ve invited a bunch of books that you can’t get out of your head to a Christmas party. From fiction to histories to climate change books, it's crowded. But you do have a favorite.","['pretend', 'invit', 'bunch', 'book', 'get', 'head', 'christma', 'parti', 'fiction', 'histori', 'climat', 'chang', 'book', 'crowd', 'favorit']",Christopher Borrelli,"['christoph', 'borrelli']"
941,Craig M. Klugman: Most colleges don’t require training that addresses antisemitism. That has to change.,"['craig', 'klugman', 'colleg', 'requir', 'train', 'address', 'antisemit', 'chang']",Colleges and universities must mandate anti-antisemitism training to address the existing structural antisemitism in the academy.,"['colleg', 'univers', 'must', 'mandat', 'train', 'address', 'exist', 'structur', 'antisemit', 'academi']",Craig M. Klugman,"['craig', 'klugman']"
942,"Letters: Considering the backlash against Israel, where is the outrage over horrifying conflicts elsewhere?","['letter', 'consid', 'backlash', 'israel', 'outrag', 'horrifi', 'conflict', 'elsewher']",Readers’ responses to Seph Mozes’ op-ed echo the wide disparity in public reaction to Israel.,"['reader', 'respons', 'seph', 'moze', 'echo', 'wide', 'dispar', 'public', 'reaction', 'israel']",Chicago Tribune,"['chicago', 'tribun']"
943,"After controversy in Quincy, advocates question whether Illinois should require judges to undergo training on sexual assault cases","['controversi', 'quinci', 'advoc', 'question', 'whether', 'illinoi', 'requir', 'judg', 'undergo', 'train', 'sexual', 'assault', 'case']",Controversial case in Quincy increases demand by advocates to require training in sexual assault cases.,"['controversi', 'case', 'quinci', 'increas', 'demand', 'advoc', 'requir', 'train', 'sexual', 'assault', 'case']",Jonathan Bullington,"['jonathan', 'bullington']"
944,Anthony J. Constanti: The Cold War is over. America can let go of the old bilateral treaties.,"['anthoni', 'constanti', 'cold', 'war', 'america', 'let', 'go', 'old', 'bilater', 'treati']","The old network of treaties was almost entirely established in post-World War II. But now, the structure of the international order is changing.","['old', 'network', 'treati', 'almost', 'entir', 'establish', 'war', 'ii', 'structur', 'intern', 'order', 'chang']",Anthony J. Constanti,"['anthoni', 'constanti']"
945,Editorial: The opioid epidemic is getting worse. Don’t reward one of the main culprits.,"['editori', 'opioid', 'epidem', 'get', 'wors', 'reward', 'one', 'main', 'culprit']","In the interest of justice and human decency, the Supreme Court should give a thumbs-down to the Purdue Pharma bankruptcy scheme.","['interest', 'justic', 'human', 'decenc', 'suprem', 'court', 'give', 'purdu', 'pharma', 'bankruptci', 'scheme']",The Editorial Board,"['editori', 'board']"
946,"Laura Washington: Art Basel, ‘the Super Bowl of art fairs,’ is selling Black artists short","['laura', 'washington', 'art', 'basel', 'super', 'bowl', 'art', 'fair', 'sell', 'black', 'artist', 'short']","Art Basel in Miami may be the “it show,” but there is not enough participation from people of color.","['art', 'basel', 'miami', 'may', 'show', 'enough', 'particip', 'peopl', 'color']",Laura Washington,"['laura', 'washington']"
947,Arab OPEC ministers gather in Doha as COP28 fossil fuel talks continue,"['arab', 'opec', 'minist', 'gather', 'doha', 'cop28', 'fossil', 'fuel', 'talk', 'continu']",OPEC's top Arab energy ministers arrived in Doha on Monday for the 12th Arab Energy Conference as countries clash at the UN's COP28 climate summit over a possible agreement to phase-out fossil fuels.,"['opec', 'top', 'arab', 'energi', 'minist', 'arriv', 'doha', 'monday', '12th', 'arab', 'energi', 'confer', 'countri', 'clash', 'un', 'cop28', 'climat', 'summit', 'possibl', 'agreement', 'fossil', 'fuel']",Reuters,['reuter']
948,Ask Amy: Parents struggle to handle child’s school stress,"['ask', 'ami', 'parent', 'struggl', 'handl', 'child', 'school', 'stress']","Dear Amy: My son is 8 years old and is very talkative and inquisitive. He asks lots of “why” questions that don't always coincide with the current conversation, but are about a previous topic.","['dear', 'ami', 'son', '8', 'year', 'old', 'talk', 'inquisit', 'ask', 'lot', 'question', 'alway', 'coincid', 'current', 'convers', 'previou', 'topic']",Amy Dickinson,"['ami', 'dickinson']"
949,Dollar Could Extend Recovery if Fed Dampens Rate-Cut Expectations,"['dollar', 'could', 'extend', 'recoveri', 'fed', 'dampen', 'expect']",,[],nan,['nan']
950,COP28 enters crunch time with countries at odds over fossil fuels,"['cop28', 'enter', 'crunch', 'time', 'countri', 'odd', 'fossil', 'fuel']","With the COP28 climate talks entering crunch time on Monday, U.N. climate chief Simon Stiell urged countries to come together to reach a final deal for the summit - where they were facing off over whether to call for an end to fossil fuels.","['cop28', 'climat', 'talk', 'enter', 'crunch', 'time', 'monday', 'climat', 'chief', 'simon', 'stiell', 'urg', 'countri', 'come', 'togeth', 'reach', 'final', 'deal', 'summit', 'face', 'whether', 'call', 'end', 'fossil', 'fuel']",Kate Abnett,"['kate', 'abnett']"
951,"As UK dental system decays, surging numbers seek treatment abroad","['uk', 'dental', 'system', 'decay', 'surg', 'number', 'seek', 'treatment', 'abroad']","Once Marion Parks found out she needed intensive dental work, the 55-year-old decided her best course of action was to leave her small English village to have implants — in Istanbul.","['marion', 'park', 'found', 'need', 'intens', 'dental', 'work', 'decid', 'best', 'cours', 'action', 'leav', 'small', 'english', 'villag', 'implant', 'istanbul']",Sachin Ravikumar,"['sachin', 'ravikumar']"
